session,data_origin,policy,informal_stops,short_dwell_scale,signal_scenario,n_signal_encounters,encounter_pattern,signal_offset_s,wm_to_rb_demand_shift_s,mixed_traffic,vol_rb_to_wm,vol_wm_to_rb,n_rows_calibration_subset,demand_window_s,demand_window_capped,avg_travel_time_s,avg_delay_s,delay_ratio,completed_trips,total_trips,total_distance_m,avg_speed_mps,encounter_1_green,encounter_2_green,encounter_3_green,encounter_4_green,encounter_5_green,encounter_6_green,extra_rb_to_wm_shifts_s
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_G_G_G_G_G,6,G-G-G-G-G-G,0.0,5.0,True,138,57,138,3480.0,False,309.34,119.86,0.3875,1585,1585,4810830.0,9.812,True,True,True,True,True,True,0.0;15.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_G_G_G_G_R,6,G-G-G-G-G-R,0.0,5.0,True,138,57,138,3480.0,False,295.44,105.96,0.3586,1585,1585,4708910.0,10.056,True,True,True,True,True,False,0.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_G_G_G_R_G,6,G-G-G-G-R-G,0.0,5.0,True,138,57,138,3480.0,False,312.84,123.36,0.3943,1585,1585,4848510.0,9.778,True,True,True,True,False,True,55.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_G_G_G_R_R,6,G-G-G-G-R-R,0.0,5.0,True,138,57,138,3480.0,False,317.37,127.88,0.403,1585,1585,4876680.0,9.695,True,True,True,True,False,False,55.0;50.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_G_G_R_G_G,6,G-G-G-R-G-G,0.0,0.0,True,138,57,138,3480.0,False,317.1,127.62,0.4025,1585,1585,4856290.0,9.662,True,True,True,False,True,True,0.0;20.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_G_G_R_G_R,6,G-G-G-R-G-R,0.0,0.0,True,138,57,138,3480.0,False,296.51,107.03,0.361,1585,1585,4717740.0,10.038,True,True,True,False,True,False,0.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_G_G_R_R_G,6,G-G-G-R-R-G,0.0,0.0,True,138,57,138,3480.0,False,393.55,204.07,0.5185,1585,1585,5074470.0,8.135,True,True,True,False,False,True,60.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_G_G_R_R_R,6,G-G-G-R-R-R,0.0,0.0,True,138,57,138,3480.0,False,341.99,152.51,0.4459,1585,1585,4976500.0,9.181,True,True,True,False,False,False,60.0;50.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_G_R_G_G_G,6,G-G-R-G-G-G,0.0,0.0,True,138,57,138,3480.0,False,306.07,116.59,0.3809,1585,1585,4821390.0,9.938,True,True,False,True,True,True,90.0;50.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_G_R_G_G_R,6,G-G-R-G-G-R,0.0,0.0,True,138,57,138,3480.0,False,309.67,120.19,0.3881,1585,1585,4806220.0,9.792,True,True,False,True,True,False,90.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_G_R_G_R_G,6,G-G-R-G-R-G,0.0,0.0,True,138,57,138,3480.0,False,297.52,108.04,0.3631,1585,1585,4725080.0,10.02,True,True,False,True,False,True,0.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_G_R_G_R_R,6,G-G-R-G-R-R,0.0,0.0,True,138,57,138,3480.0,False,318.8,129.32,0.4056,1585,1585,4913140.0,9.723,True,True,False,True,False,False,0.0;50.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_G_R_R_G_G,6,G-G-R-R-G-G,0.0,35.0,True,138,57,138,3480.0,False,311.88,122.4,0.3924,1585,1585,4843560.0,9.798,True,True,False,False,True,True,55.0;50.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_G_R_R_G_R,6,G-G-R-R-G-R,0.0,35.0,True,138,57,138,3480.0,False,315.58,126.1,0.3996,1585,1585,4876410.0,9.749,True,True,False,False,True,False,55.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_G_R_R_R_G,6,G-G-R-R-R-G,0.0,35.0,True,138,57,138,3480.0,False,311.97,122.49,0.3926,1585,1585,4799610.0,9.706,True,True,False,False,False,True,0.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_G_R_R_R_R,6,G-G-R-R-R-R,0.0,35.0,True,138,57,138,3480.0,False,306.66,117.17,0.3821,1585,1585,4864630.0,10.008,True,True,False,False,False,False,0.0;15.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_R_G_G_G_G,6,G-R-G-G-G-G,0.0,35.0,True,138,57,138,3480.0,False,324.56,135.08,0.4162,1585,1585,4954770.0,9.632,True,False,True,True,True,True,0.0;15.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_R_G_G_G_R,6,G-R-G-G-G-R,0.0,35.0,True,138,57,138,3480.0,False,331.7,142.22,0.4288,1585,1585,4994060.0,9.499,True,False,True,True,True,False,0.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_R_G_G_R_G,6,G-R-G-G-R-G,0.0,35.0,True,138,57,138,3480.0,False,314.07,124.59,0.3967,1585,1585,4817560.0,9.678,True,False,True,True,False,True,55.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_R_G_G_R_R,6,G-R-G-G-R-R,0.0,35.0,True,138,57,138,3480.0,False,317.44,127.96,0.4031,1585,1585,4852730.0,9.645,True,False,True,True,False,False,55.0;50.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_R_G_R_G_G,6,G-R-G-R-G-G,0.0,0.0,True,138,57,138,3480.0,False,329.54,140.06,0.425,1585,1585,4980890.0,9.536,True,False,True,False,True,True,0.0;50.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_R_G_R_G_R,6,G-R-G-R-G-R,0.0,0.0,True,138,57,138,3480.0,False,294.01,104.52,0.3555,1585,1585,4711520.0,10.111,True,False,True,False,True,False,0.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_R_G_R_R_G,6,G-R-G-R-R-G,0.0,0.0,True,138,57,138,3480.0,False,314.31,124.82,0.3971,1585,1585,4818000.0,9.671,True,False,True,False,False,True,90.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_R_G_R_R_R,6,G-R-G-R-R-R,0.0,0.0,True,138,57,138,3480.0,False,308.99,119.51,0.3868,1585,1585,4820390.0,9.843,True,False,True,False,False,False,90.0;50.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_R_R_G_G_G,6,G-R-R-G-G-G,0.0,40.0,True,138,57,138,3480.0,False,313.45,123.97,0.3955,1585,1585,4855070.0,9.772,True,False,False,True,True,True,0.0;15.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_R_R_G_G_R,6,G-R-R-G-G-R,0.0,40.0,True,138,57,138,3480.0,False,312.4,122.92,0.3935,1585,1585,4837730.0,9.77,True,False,False,True,True,False,0.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_R_R_G_R_G,6,G-R-R-G-R-G,0.0,40.0,True,138,57,138,3480.0,False,314.94,125.46,0.3984,1585,1585,4895190.0,9.807,True,False,False,True,False,True,55.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_R_R_G_R_R,6,G-R-R-G-R-R,0.0,40.0,True,138,57,138,3480.0,False,311.88,122.4,0.3924,1585,1585,4807830.0,9.726,True,False,False,True,False,False,55.0;50.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_R_R_R_G_G,6,G-R-R-R-G-G,0.0,0.0,True,138,57,138,3480.0,False,307.08,117.6,0.383,1585,1585,4815050.0,9.893,True,False,False,False,True,True,5.0;50.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_R_R_R_G_R,6,G-R-R-R-G-R,0.0,0.0,True,138,57,138,3480.0,False,300.17,110.69,0.3688,1585,1585,4760540.0,10.006,True,False,False,False,True,False,5.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_R_R_R_R_G,6,G-R-R-R-R-G,0.0,0.0,True,138,57,138,3480.0,False,311.61,122.13,0.3919,1585,1585,4800220.0,9.719,True,False,False,False,False,True,0.0;55.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_G_R_R_R_R_R,6,G-R-R-R-R-R,0.0,0.0,True,138,57,138,3480.0,False,293.44,103.96,0.3543,1585,1585,4704740.0,10.116,True,False,False,False,False,False,0.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_G_G_G_G_G,6,R-G-G-G-G-G,90.0,0.0,True,138,57,138,3480.0,False,332.79,143.31,0.4306,1585,1585,4934070.0,9.354,False,True,True,True,True,True,0.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_G_G_G_G_R,6,R-G-G-G-G-R,90.0,0.0,True,138,57,138,3480.0,False,377.08,187.6,0.4975,1585,1585,4782740.0,8.002,False,True,True,True,True,False,0.0;55.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_G_G_G_R_G,6,R-G-G-G-R-G,90.0,0.0,True,138,57,138,3480.0,False,314.73,125.25,0.398,1585,1585,4749240.0,9.52,False,True,True,True,False,True,5.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_G_G_G_R_R,6,R-G-G-G-R-R,90.0,0.0,True,138,57,138,3480.0,False,415.25,225.77,0.5437,1585,1585,4899440.0,7.444,False,True,True,True,False,False,5.0;50.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_G_G_R_G_G,6,R-G-G-R-G-G,90.0,40.0,True,138,57,138,3480.0,False,326.62,137.14,0.4199,1585,1585,4889830.0,9.445,False,True,True,False,True,True,55.0;50.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_G_G_R_G_R,6,R-G-G-R-G-R,90.0,40.0,True,138,57,138,3480.0,False,323.74,134.26,0.4147,1585,1585,4904020.0,9.557,False,True,True,False,True,False,55.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_G_G_R_R_G,6,R-G-G-R-R-G,90.0,40.0,True,138,57,138,3480.0,False,401.99,212.51,0.5286,1585,1585,5101620.0,8.007,False,True,True,False,False,True,0.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_G_G_R_R_R,6,R-G-G-R-R-R,90.0,40.0,True,138,57,138,3480.0,False,316.89,127.41,0.4021,1585,1585,4787240.0,9.531,False,True,True,False,False,False,0.0;15.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_G_R_G_G_G,6,R-G-R-G-G-G,90.0,0.0,True,138,57,138,3480.0,False,323.08,133.59,0.4135,1585,1585,4949750.0,9.666,False,True,False,True,True,True,90.0;50.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_G_R_G_G_R,6,R-G-R-G-G-R,90.0,0.0,True,138,57,138,3480.0,False,325.3,135.82,0.4175,1585,1585,4877680.0,9.46,False,True,False,True,True,False,90.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_G_R_G_R_G,6,R-G-R-G-R-G,90.0,0.0,True,138,57,138,3480.0,False,359.54,170.06,0.473,1585,1585,5030080.0,8.827,False,True,False,True,False,True,0.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_G_R_G_R_R,6,R-G-R-G-R-R,90.0,0.0,True,138,57,138,3480.0,False,365.5,176.02,0.4816,1585,1585,5028080.0,8.679,False,True,False,True,False,False,0.0;50.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_G_R_R_G_G,6,R-G-R-R-G-G,90.0,35.0,True,138,57,138,3480.0,False,340.46,150.98,0.4434,1585,1585,4971680.0,9.213,False,True,False,False,True,True,55.0;50.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_G_R_R_G_R,6,R-G-R-R-G-R,90.0,35.0,True,138,57,138,3480.0,False,309.5,120.01,0.3878,1585,1585,4786130.0,9.757,False,True,False,False,True,False,55.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_G_R_R_R_G,6,R-G-R-R-R-G,90.0,35.0,True,138,57,138,3480.0,False,323.5,134.02,0.4143,1585,1585,4946760.0,9.648,False,True,False,False,False,True,0.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_G_R_R_R_R,6,R-G-R-R-R-R,90.0,35.0,True,138,57,138,3480.0,False,315.43,125.94,0.3993,1585,1585,4784240.0,9.569,False,True,False,False,False,False,0.0;15.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_R_G_G_G_G,6,R-R-G-G-G-G,90.0,35.0,True,138,57,138,3480.0,False,318.04,128.56,0.4042,1585,1585,4815410.0,9.552,False,False,True,True,True,True,0.0;15.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_R_G_G_G_R,6,R-R-G-G-G-R,90.0,35.0,True,138,57,138,3480.0,False,336.36,146.87,0.4367,1585,1585,4942900.0,9.272,False,False,True,True,True,False,0.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_R_G_G_R_G,6,R-R-G-G-R-G,90.0,35.0,True,138,57,138,3480.0,False,336.23,146.75,0.4365,1585,1585,4940000.0,9.27,False,False,True,True,False,True,55.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_R_G_G_R_R,6,R-R-G-G-R-R,90.0,35.0,True,138,57,138,3480.0,False,339.73,150.25,0.4423,1585,1585,4973750.0,9.237,False,False,True,True,False,False,55.0;50.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_R_G_R_G_G,6,R-R-G-R-G-G,90.0,0.0,True,138,57,138,3480.0,False,310.0,120.52,0.3888,1585,1585,4770740.0,9.709,False,False,True,False,True,True,0.0;50.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_R_G_R_G_R,6,R-R-G-R-G-R,90.0,0.0,True,138,57,138,3480.0,False,340.27,150.79,0.4431,1585,1585,5010690.0,9.291,False,False,True,False,True,False,0.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_R_G_R_R_G,6,R-R-G-R-R-G,90.0,0.0,True,138,57,138,3480.0,False,365.13,175.64,0.4811,1585,1585,4995650.0,8.632,False,False,True,False,False,True,90.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_R_G_R_R_R,6,R-R-G-R-R-R,90.0,0.0,True,138,57,138,3480.0,False,402.16,212.68,0.5288,1585,1585,4789300.0,7.514,False,False,True,False,False,False,90.0;50.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_R_R_G_G_G,6,R-R-R-G-G-G,90.0,0.0,True,138,57,138,3480.0,False,353.66,164.18,0.4642,1585,1585,5007360.0,8.933,False,False,False,True,True,True,60.0;50.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_R_R_G_G_R,6,R-R-R-G-G-R,90.0,0.0,True,138,57,138,3480.0,False,313.03,123.55,0.3947,1585,1585,4796630.0,9.668,False,False,False,True,True,False,60.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_R_R_G_R_G,6,R-R-R-G-R-G,90.0,0.0,True,138,57,138,3480.0,False,344.92,155.44,0.4507,1585,1585,5000080.0,9.146,False,False,False,True,False,True,0.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_R_R_G_R_R,6,R-R-R-G-R-R,90.0,0.0,True,138,57,138,3480.0,False,368.77,179.29,0.4862,1585,1585,4976350.0,8.514,False,False,False,True,False,False,0.0;20.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_R_R_R_G_G,6,R-R-R-R-G-G,90.0,5.0,True,138,57,138,3480.0,False,340.5,151.02,0.4435,1585,1585,5001140.0,9.267,False,False,False,False,True,True,55.0;50.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_R_R_R_G_R,6,R-R-R-R-G-R,90.0,5.0,True,138,57,138,3480.0,False,319.04,129.56,0.4061,1585,1585,4777300.0,9.447,False,False,False,False,True,False,55.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_R_R_R_R_G,6,R-R-R-R-R-G,90.0,5.0,True,138,57,138,3480.0,False,363.41,173.93,0.4786,1585,1585,5049490.0,8.766,False,False,False,False,False,True,0.0;0.0
Morning Session,robinsons_location,baseline_all_stops,True,,enc_R_R_R_R_R_R,6,R-R-R-R-R-R,90.0,5.0,True,138,57,138,3480.0,False,326.56,137.08,0.4198,1585,1585,4831240.0,9.334,False,False,False,False,False,False,0.0;15.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_G_G_G_G_G,6,G-G-G-G-G-G,0.0,5.0,True,138,57,138,3480.0,False,292.37,114.88,0.3929,1585,1585,4361740.0,9.412,True,True,True,True,True,True,0.0;15.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_G_G_G_G_R,6,G-G-G-G-G-R,0.0,5.0,True,138,57,138,3480.0,False,288.75,111.27,0.3853,1585,1585,4361740.0,9.53,True,True,True,True,True,False,0.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_G_G_G_R_G,6,G-G-G-G-R-G,0.0,5.0,True,138,57,138,3480.0,False,288.66,111.18,0.3851,1585,1585,4361740.0,9.533,True,True,True,True,False,True,55.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_G_G_G_R_R,6,G-G-G-G-R-R,0.0,5.0,True,138,57,138,3480.0,False,286.03,108.54,0.3795,1585,1585,4361740.0,9.621,True,True,True,True,False,False,55.0;50.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_G_G_R_G_G,6,G-G-G-R-G-G,0.0,0.0,True,138,57,138,3480.0,False,291.09,113.6,0.3903,1585,1585,4361740.0,9.454,True,True,True,False,True,True,0.0;20.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_G_G_R_G_R,6,G-G-G-R-G-R,0.0,0.0,True,138,57,138,3480.0,False,287.9,110.42,0.3835,1585,1585,4361740.0,9.558,True,True,True,False,True,False,0.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_G_G_R_R_G,6,G-G-G-R-R-G,0.0,0.0,True,138,57,138,3480.0,False,285.41,107.93,0.3781,1585,1585,4361740.0,9.642,True,True,True,False,False,True,60.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_G_G_R_R_R,6,G-G-G-R-R-R,0.0,0.0,True,138,57,138,3480.0,False,286.09,108.6,0.3796,1585,1585,4361740.0,9.619,True,True,True,False,False,False,60.0;50.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_G_R_G_G_G,6,G-G-R-G-G-G,0.0,0.0,True,138,57,138,3480.0,False,284.02,106.54,0.3751,1585,1585,4361740.0,9.689,True,True,False,True,True,True,90.0;50.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_G_R_G_G_R,6,G-G-R-G-G-R,0.0,0.0,True,138,57,138,3480.0,False,286.64,109.16,0.3808,1585,1585,4361740.0,9.6,True,True,False,True,True,False,90.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_G_R_G_R_G,6,G-G-R-G-R-G,0.0,0.0,True,138,57,138,3480.0,False,287.9,110.42,0.3835,1585,1585,4361740.0,9.558,True,True,False,True,False,True,0.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_G_R_G_R_R,6,G-G-R-G-R-R,0.0,0.0,True,138,57,138,3480.0,False,285.35,107.86,0.378,1585,1585,4361740.0,9.644,True,True,False,True,False,False,0.0;50.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_G_R_R_G_G,6,G-G-R-R-G-G,0.0,35.0,True,138,57,138,3480.0,False,286.61,109.12,0.3807,1585,1585,4361740.0,9.602,True,True,False,False,True,True,55.0;50.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_G_R_R_G_R,6,G-G-R-R-G-R,0.0,35.0,True,138,57,138,3480.0,False,286.29,108.81,0.3801,1585,1585,4361740.0,9.612,True,True,False,False,True,False,55.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_G_R_R_R_G,6,G-G-R-R-R-G,0.0,35.0,True,138,57,138,3480.0,False,292.43,114.95,0.3931,1585,1585,4361740.0,9.41,True,True,False,False,False,True,0.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_G_R_R_R_R,6,G-G-R-R-R-R,0.0,35.0,True,138,57,138,3480.0,False,287.82,110.34,0.3834,1585,1585,4361740.0,9.561,True,True,False,False,False,False,0.0;15.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_R_G_G_G_G,6,G-R-G-G-G-G,0.0,35.0,True,138,57,138,3480.0,False,287.82,110.34,0.3834,1585,1585,4361740.0,9.561,True,False,True,True,True,True,0.0;15.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_R_G_G_G_R,6,G-R-G-G-G-R,0.0,35.0,True,138,57,138,3480.0,False,292.43,114.95,0.3931,1585,1585,4361740.0,9.41,True,False,True,True,True,False,0.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_R_G_G_R_G,6,G-R-G-G-R-G,0.0,35.0,True,138,57,138,3480.0,False,286.29,108.81,0.3801,1585,1585,4361740.0,9.612,True,False,True,True,False,True,55.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_R_G_G_R_R,6,G-R-G-G-R-R,0.0,35.0,True,138,57,138,3480.0,False,286.61,109.12,0.3807,1585,1585,4361740.0,9.602,True,False,True,True,False,False,55.0;50.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_R_G_R_G_G,6,G-R-G-R-G-G,0.0,0.0,True,138,57,138,3480.0,False,285.35,107.86,0.378,1585,1585,4361740.0,9.644,True,False,True,False,True,True,0.0;50.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_R_G_R_G_R,6,G-R-G-R-G-R,0.0,0.0,True,138,57,138,3480.0,False,287.9,110.42,0.3835,1585,1585,4361740.0,9.558,True,False,True,False,True,False,0.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_R_G_R_R_G,6,G-R-G-R-R-G,0.0,0.0,True,138,57,138,3480.0,False,286.64,109.16,0.3808,1585,1585,4361740.0,9.6,True,False,True,False,False,True,90.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_R_G_R_R_R,6,G-R-G-R-R-R,0.0,0.0,True,138,57,138,3480.0,False,284.02,106.54,0.3751,1585,1585,4361740.0,9.689,True,False,True,False,False,False,90.0;50.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_R_R_G_G_G,6,G-R-R-G-G-G,0.0,40.0,True,138,57,138,3480.0,False,288.12,110.64,0.384,1585,1585,4361740.0,9.551,True,False,False,True,True,True,0.0;15.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_R_R_G_G_R,6,G-R-R-G-G-R,0.0,40.0,True,138,57,138,3480.0,False,290.52,113.04,0.3891,1585,1585,4361740.0,9.472,True,False,False,True,True,False,0.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_R_R_G_R_G,6,G-R-R-G-R-G,0.0,40.0,True,138,57,138,3480.0,False,285.88,108.4,0.3792,1585,1585,4361740.0,9.626,True,False,False,True,False,True,55.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_R_R_G_R_R,6,G-R-R-G-R-R,0.0,40.0,True,138,57,138,3480.0,False,287.59,110.1,0.3829,1585,1585,4361740.0,9.569,True,False,False,True,False,False,55.0;50.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_R_R_R_G_G,6,G-R-R-R-G-G,0.0,0.0,True,138,57,138,3480.0,False,285.11,107.63,0.3775,1585,1585,4361740.0,9.652,True,False,False,False,True,True,5.0;50.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_R_R_R_G_R,6,G-R-R-R-G-R,0.0,0.0,True,138,57,138,3480.0,False,288.17,110.69,0.3841,1585,1585,4361740.0,9.55,True,False,False,False,True,False,5.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_R_R_R_R_G,6,G-R-R-R-R-G,0.0,0.0,True,138,57,138,3480.0,False,285.02,107.53,0.3773,1585,1585,4361740.0,9.655,True,False,False,False,False,True,0.0;55.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_G_R_R_R_R_R,6,G-R-R-R-R-R,0.0,0.0,True,138,57,138,3480.0,False,287.9,110.42,0.3835,1585,1585,4361740.0,9.558,True,False,False,False,False,False,0.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_G_G_G_G_G,6,R-G-G-G-G-G,90.0,0.0,True,138,57,138,3480.0,False,288.34,110.86,0.3845,1585,1585,4361740.0,9.544,False,True,True,True,True,True,0.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_G_G_G_G_R,6,R-G-G-G-G-R,90.0,0.0,True,138,57,138,3480.0,False,288.11,110.62,0.384,1585,1585,4361740.0,9.552,False,True,True,True,True,False,0.0;55.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_G_G_G_R_G,6,R-G-G-G-R-G,90.0,0.0,True,138,57,138,3480.0,False,287.11,109.63,0.3818,1585,1585,4361740.0,9.585,False,True,True,True,False,True,5.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_G_G_G_R_R,6,R-G-G-G-R-R,90.0,0.0,True,138,57,138,3480.0,False,288.23,110.75,0.3842,1585,1585,4361740.0,9.547,False,True,True,True,False,False,5.0;50.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_G_G_R_G_G,6,R-G-G-R-G-G,90.0,40.0,True,138,57,138,3480.0,False,280.54,103.05,0.3673,1585,1585,4361740.0,9.809,False,True,True,False,True,True,55.0;50.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_G_G_R_G_R,6,R-G-G-R-G-R,90.0,40.0,True,138,57,138,3480.0,False,283.63,106.14,0.3742,1585,1585,4361740.0,9.702,False,True,True,False,True,False,55.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_G_G_R_R_G,6,R-G-G-R-R-G,90.0,40.0,True,138,57,138,3480.0,False,287.46,109.98,0.3826,1585,1585,4361740.0,9.573,False,True,True,False,False,True,0.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_G_G_R_R_R,6,R-G-G-R-R-R,90.0,40.0,True,138,57,138,3480.0,False,287.07,109.58,0.3817,1585,1585,4361740.0,9.586,False,True,True,False,False,False,0.0;15.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_G_R_G_G_G,6,R-G-R-G-G-G,90.0,0.0,True,138,57,138,3480.0,False,283.12,105.64,0.3731,1585,1585,4361740.0,9.72,False,True,False,True,True,True,90.0;50.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_G_R_G_G_R,6,R-G-R-G-G-R,90.0,0.0,True,138,57,138,3480.0,False,282.52,105.04,0.3718,1585,1585,4361740.0,9.74,False,True,False,True,True,False,90.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_G_R_G_R_G,6,R-G-R-G-R-G,90.0,0.0,True,138,57,138,3480.0,False,288.34,110.86,0.3845,1585,1585,4361740.0,9.544,False,True,False,True,False,True,0.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_G_R_G_R_R,6,R-G-R-G-R-R,90.0,0.0,True,138,57,138,3480.0,False,288.38,110.89,0.3845,1585,1585,4361740.0,9.543,False,True,False,True,False,False,0.0;50.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_G_R_R_G_G,6,R-G-R-R-G-G,90.0,35.0,True,138,57,138,3480.0,False,281.89,104.41,0.3704,1585,1585,4361740.0,9.762,False,True,False,False,True,True,55.0;50.0
