session,data_origin,policy,informal_stops,short_dwell_scale,signal_scenario,n_signal_encounters,encounter_pattern,signal_offset_s,wm_to_rb_demand_shift_s,mixed_traffic,vol_rb_to_wm,vol_wm_to_rb,n_rows_calibration_subset,demand_window_s,demand_window_capped,avg_travel_time_s,avg_delay_s,delay_ratio,completed_trips,total_trips,total_distance_m,avg_speed_mps,encounter_1_green,encounter_2_green,encounter_3_green,encounter_4_green,encounter_5_green,encounter_6_green,extra_rb_to_wm_shifts_s
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_G_R_R_G_R,6,R-G-R-R-G-R,90.0,35.0,True,138,57,138,3480.0,False,284.27,106.79,0.3757,1585,1585,4361740.0,9.68,False,True,False,False,True,False,55.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_G_R_R_R_G,6,R-G-R-R-R-G,90.0,35.0,True,138,57,138,3480.0,False,284.56,107.07,0.3763,1585,1585,4361740.0,9.671,False,True,False,False,False,True,0.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_G_R_R_R_R,6,R-G-R-R-R-R,90.0,35.0,True,138,57,138,3480.0,False,286.8,109.31,0.3812,1585,1585,4361740.0,9.595,False,True,False,False,False,False,0.0;15.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_R_G_G_G_G,6,R-R-G-G-G-G,90.0,35.0,True,138,57,138,3480.0,False,286.8,109.31,0.3812,1585,1585,4361740.0,9.595,False,False,True,True,True,True,0.0;15.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_R_G_G_G_R,6,R-R-G-G-G-R,90.0,35.0,True,138,57,138,3480.0,False,284.56,107.07,0.3763,1585,1585,4361740.0,9.671,False,False,True,True,True,False,0.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_R_G_G_R_G,6,R-R-G-G-R-G,90.0,35.0,True,138,57,138,3480.0,False,284.27,106.79,0.3757,1585,1585,4361740.0,9.68,False,False,True,True,False,True,55.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_R_G_G_R_R,6,R-R-G-G-R-R,90.0,35.0,True,138,57,138,3480.0,False,281.89,104.41,0.3704,1585,1585,4361740.0,9.762,False,False,True,True,False,False,55.0;50.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_R_G_R_G_G,6,R-R-G-R-G-G,90.0,0.0,True,138,57,138,3480.0,False,288.38,110.89,0.3845,1585,1585,4361740.0,9.543,False,False,True,False,True,True,0.0;50.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_R_G_R_G_R,6,R-R-G-R-G-R,90.0,0.0,True,138,57,138,3480.0,False,288.34,110.86,0.3845,1585,1585,4361740.0,9.544,False,False,True,False,True,False,0.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_R_G_R_R_G,6,R-R-G-R-R-G,90.0,0.0,True,138,57,138,3480.0,False,282.52,105.04,0.3718,1585,1585,4361740.0,9.74,False,False,True,False,False,True,90.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_R_G_R_R_R,6,R-R-G-R-R-R,90.0,0.0,True,138,57,138,3480.0,False,283.12,105.64,0.3731,1585,1585,4361740.0,9.72,False,False,True,False,False,False,90.0;50.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_R_R_G_G_G,6,R-R-R-G-G-G,90.0,0.0,True,138,57,138,3480.0,False,282.18,104.69,0.371,1585,1585,4361740.0,9.752,False,False,False,True,True,True,60.0;50.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_R_R_G_G_R,6,R-R-R-G-G-R,90.0,0.0,True,138,57,138,3480.0,False,282.57,105.09,0.3719,1585,1585,4361740.0,9.739,False,False,False,True,True,False,60.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_R_R_G_R_G,6,R-R-R-G-R-G,90.0,0.0,True,138,57,138,3480.0,False,288.34,110.86,0.3845,1585,1585,4361740.0,9.544,False,False,False,True,False,True,0.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_R_R_G_R_R,6,R-R-R-G-R-R,90.0,0.0,True,138,57,138,3480.0,False,284.45,106.96,0.376,1585,1585,4361740.0,9.674,False,False,False,True,False,False,0.0;20.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_R_R_R_G_G,6,R-R-R-R-G-G,90.0,5.0,True,138,57,138,3480.0,False,282.57,105.09,0.3719,1585,1585,4361740.0,9.739,False,False,False,False,True,True,55.0;50.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_R_R_R_G_R,6,R-R-R-R-G-R,90.0,5.0,True,138,57,138,3480.0,False,284.76,107.28,0.3767,1585,1585,4361740.0,9.664,False,False,False,False,True,False,55.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_R_R_R_R_G,6,R-R-R-R-R-G,90.0,5.0,True,138,57,138,3480.0,False,287.46,109.98,0.3826,1585,1585,4361740.0,9.573,False,False,False,False,False,True,0.0;0.0
Morning Session,robinsons_location,optimized_formal_only,False,,enc_R_R_R_R_R_R,6,R-R-R-R-R-R,90.0,5.0,True,138,57,138,3480.0,False,285.21,107.72,0.3777,1585,1585,4361740.0,9.649,False,False,False,False,False,False,0.0;15.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_G_G_G_G_G,6,G-G-G-G-G-G,0.0,5.0,True,138,57,57,3840.0,False,301.27,111.83,0.3712,1590,1590,4741460.0,9.898,True,True,True,True,True,True,0.0;15.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_G_G_G_G_R,6,G-G-G-G-G-R,0.0,5.0,True,138,57,57,3840.0,False,296.71,107.27,0.3615,1590,1590,4710460.0,9.985,True,True,True,True,True,False,0.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_G_G_G_R_G,6,G-G-G-G-R-G,0.0,5.0,True,138,57,57,3840.0,False,303.0,113.56,0.3748,1590,1590,4752660.0,9.865,True,True,True,True,False,True,55.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_G_G_G_R_R,6,G-G-G-G-R-R,0.0,5.0,True,138,57,57,3840.0,False,402.47,213.03,0.5293,1590,1590,5216010.0,8.151,True,True,True,True,False,False,55.0;50.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_G_G_R_G_G,6,G-G-G-R-G-G,0.0,0.0,True,138,57,57,3840.0,False,299.4,109.96,0.3673,1590,1590,4743140.0,9.964,True,True,True,False,True,True,0.0;20.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_G_G_R_G_R,6,G-G-G-R-G-R,0.0,0.0,True,138,57,57,3840.0,False,308.0,118.56,0.3849,1590,1590,4840500.0,9.884,True,True,True,False,True,False,0.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_G_G_R_R_G,6,G-G-G-R-R-G,0.0,0.0,True,138,57,57,3840.0,False,307.25,117.81,0.3834,1590,1590,4717460.0,9.657,True,True,True,False,False,True,60.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_G_G_R_R_R,6,G-G-G-R-R-R,0.0,0.0,True,138,57,57,3840.0,False,334.36,144.91,0.4334,1590,1590,4879230.0,9.178,True,True,True,False,False,False,60.0;50.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_G_R_G_G_G,6,G-G-R-G-G-G,0.0,0.0,True,138,57,57,3840.0,False,311.89,122.45,0.3926,1590,1590,4901350.0,9.884,True,True,False,True,True,True,90.0;50.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_G_R_G_G_R,6,G-G-R-G-G-R,0.0,0.0,True,138,57,57,3840.0,False,327.74,138.29,0.422,1590,1590,4960980.0,9.52,True,True,False,True,True,False,90.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_G_R_G_R_G,6,G-G-R-G-R-G,0.0,0.0,True,138,57,57,3840.0,False,293.57,104.13,0.3547,1590,1590,4750540.0,10.177,True,True,False,True,False,True,0.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_G_R_G_R_R,6,G-G-R-G-R-R,0.0,0.0,True,138,57,57,3840.0,False,329.14,139.69,0.4244,1590,1590,4947570.0,9.454,True,True,False,True,False,False,0.0;50.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_G_R_R_G_G,6,G-G-R-R-G-G,0.0,35.0,True,138,57,57,3840.0,False,401.73,212.29,0.5284,1590,1590,5136650.0,8.042,True,True,False,False,True,True,55.0;50.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_G_R_R_G_R,6,G-G-R-R-G-R,0.0,35.0,True,138,57,57,3840.0,False,315.38,125.94,0.3993,1590,1590,4844930.0,9.662,True,True,False,False,True,False,55.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_G_R_R_R_G,6,G-G-R-R-R-G,0.0,35.0,True,138,57,57,3840.0,False,311.9,122.46,0.3926,1590,1590,4787840.0,9.654,True,True,False,False,False,True,0.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_G_R_R_R_R,6,G-G-R-R-R-R,0.0,35.0,True,138,57,57,3840.0,False,300.52,111.08,0.3696,1590,1590,4714460.0,9.866,True,True,False,False,False,False,0.0;15.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_R_G_G_G_G,6,G-R-G-G-G-G,0.0,35.0,True,138,57,57,3840.0,False,301.31,111.86,0.3713,1590,1590,4743460.0,9.901,True,False,True,True,True,True,0.0;15.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_R_G_G_G_R,6,G-R-G-G-G-R,0.0,35.0,True,138,57,57,3840.0,False,298.16,108.72,0.3646,1590,1590,4732460.0,9.983,True,False,True,True,True,False,0.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_R_G_G_R_G,6,G-R-G-G-R-G,0.0,35.0,True,138,57,57,3840.0,False,311.6,122.16,0.392,1590,1590,4842100.0,9.773,True,False,True,True,False,True,55.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_R_G_G_R_R,6,G-R-G-G-R-R,0.0,35.0,True,138,57,57,3840.0,False,325.88,136.44,0.4187,1590,1590,4965370.0,9.583,True,False,True,True,False,False,55.0;50.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_R_G_R_G_G,6,G-R-G-R-G-G,0.0,0.0,True,138,57,57,3840.0,False,312.25,122.81,0.3933,1590,1590,4823600.0,9.716,True,False,True,False,True,True,0.0;50.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_R_G_R_G_R,6,G-R-G-R-G-R,0.0,0.0,True,138,57,57,3840.0,False,297.09,107.65,0.3623,1590,1590,4729460.0,10.012,True,False,True,False,True,False,0.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_R_G_R_R_G,6,G-R-G-R-R-G,0.0,0.0,True,138,57,57,3840.0,False,347.7,158.26,0.4552,1590,1590,5063680.0,9.159,True,False,True,False,False,True,90.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_R_G_R_R_R,6,G-R-G-R-R-R,0.0,0.0,True,138,57,57,3840.0,False,314.78,125.34,0.3982,1590,1590,4855670.0,9.702,True,False,True,False,False,False,90.0;50.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_R_R_G_G_G,6,G-R-R-G-G-G,0.0,40.0,True,138,57,57,3840.0,False,294.17,104.73,0.356,1590,1590,4724460.0,10.101,True,False,False,True,True,True,0.0;15.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_R_R_G_G_R,6,G-R-R-G-G-R,0.0,40.0,True,138,57,57,3840.0,False,296.48,107.04,0.361,1590,1590,4725460.0,10.024,True,False,False,True,True,False,0.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_R_R_G_R_G,6,G-R-R-G-R-G,0.0,40.0,True,138,57,57,3840.0,False,318.55,129.11,0.4053,1590,1590,4865060.0,9.605,True,False,False,True,False,True,55.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_R_R_G_R_R,6,G-R-R-G-R-R,0.0,40.0,True,138,57,57,3840.0,False,312.06,122.62,0.3929,1590,1590,4839110.0,9.753,True,False,False,True,False,False,55.0;50.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_R_R_R_G_G,6,G-R-R-R-G-G,0.0,0.0,True,138,57,57,3840.0,False,318.55,129.11,0.4053,1590,1590,4903510.0,9.681,True,False,False,False,True,True,5.0;50.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_R_R_R_G_R,6,G-R-R-R-G-R,0.0,0.0,True,138,57,57,3840.0,False,294.42,104.98,0.3566,1590,1590,4726460.0,10.097,True,False,False,False,True,False,5.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_R_R_R_R_G,6,G-R-R-R-R-G,0.0,0.0,True,138,57,57,3840.0,False,338.36,148.92,0.4401,1590,1590,5033520.0,9.356,True,False,False,False,False,True,0.0;55.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_G_R_R_R_R_R,6,G-R-R-R-R-R,0.0,0.0,True,138,57,57,3840.0,False,303.68,114.24,0.3762,1590,1590,4823550.0,9.99,True,False,False,False,False,False,0.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_G_G_G_G_G,6,R-G-G-G-G-G,90.0,0.0,True,138,57,57,3840.0,False,318.03,128.59,0.4043,1590,1590,4982860.0,9.854,False,True,True,True,True,True,0.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_G_G_G_G_R,6,R-G-G-G-G-R,90.0,0.0,True,138,57,57,3840.0,False,322.78,133.34,0.4131,1590,1590,4830220.0,9.412,False,True,True,True,True,False,0.0;55.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_G_G_G_R_G,6,R-G-G-G-R-G,90.0,0.0,True,138,57,57,3840.0,False,317.86,128.42,0.404,1590,1590,4845960.0,9.588,False,True,True,True,False,True,5.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_G_G_G_R_R,6,R-G-G-G-R-R,90.0,0.0,True,138,57,57,3840.0,False,290.41,100.97,0.3477,1590,1590,4764580.0,10.319,False,True,True,True,False,False,5.0;50.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_G_G_R_G_G,6,R-G-G-R-G-G,90.0,40.0,True,138,57,57,3840.0,False,301.13,111.69,0.3709,1590,1590,4838900.0,10.106,False,True,True,False,True,True,55.0;50.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_G_G_R_G_R,6,R-G-G-R-G-R,90.0,40.0,True,138,57,57,3840.0,False,295.8,106.36,0.3596,1590,1590,4798460.0,10.202,False,True,True,False,True,False,55.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_G_G_R_R_G,6,R-G-G-R-R-G,90.0,40.0,True,138,57,57,3840.0,False,296.53,107.08,0.3611,1590,1590,4853420.0,10.294,False,True,True,False,False,True,0.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_G_G_R_R_R,6,R-G-G-R-R-R,90.0,40.0,True,138,57,57,3840.0,False,293.21,103.77,0.3539,1590,1590,4789460.0,10.273,False,True,True,False,False,False,0.0;15.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_G_R_G_G_G,6,R-G-R-G-G-G,90.0,0.0,True,138,57,57,3840.0,False,286.07,96.63,0.3378,1590,1590,4724460.0,10.387,False,True,False,True,True,True,90.0;50.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_G_R_G_G_R,6,R-G-R-G-G-R,90.0,0.0,True,138,57,57,3840.0,False,296.34,106.9,0.3607,1590,1590,4779460.0,10.144,False,True,False,True,True,False,90.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_G_R_G_R_G,6,R-G-R-G-R-G,90.0,0.0,True,138,57,57,3840.0,False,299.61,110.17,0.3677,1590,1590,4834900.0,10.149,False,True,False,True,False,True,0.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_G_R_G_R_R,6,R-G-R-G-R-R,90.0,0.0,True,138,57,57,3840.0,False,310.63,121.19,0.3901,1590,1590,4929870.0,9.982,False,True,False,True,False,False,0.0;50.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_G_R_R_G_G,6,R-G-R-R-G-G,90.0,35.0,True,138,57,57,3840.0,False,321.19,131.75,0.4102,1590,1590,4962740.0,9.718,False,True,False,False,True,True,55.0;50.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_G_R_R_G_R,6,R-G-R-R-G-R,90.0,35.0,True,138,57,57,3840.0,False,296.05,106.61,0.3601,1590,1590,4878240.0,10.363,False,True,False,False,True,False,55.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_G_R_R_R_G,6,R-G-R-R-R-G,90.0,35.0,True,138,57,57,3840.0,False,319.51,130.07,0.4071,1590,1590,4977470.0,9.798,False,True,False,False,False,True,0.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_G_R_R_R_R,6,R-G-R-R-R-R,90.0,35.0,True,138,57,57,3840.0,False,305.83,116.39,0.3806,1590,1590,4884210.0,10.044,False,True,False,False,False,False,0.0;15.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_R_G_G_G_G,6,R-R-G-G-G-G,90.0,35.0,True,138,57,57,3840.0,False,298.14,108.7,0.3646,1590,1590,4851660.0,10.234,False,False,True,True,True,True,0.0;15.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_R_G_G_G_R,6,R-R-G-G-G-R,90.0,35.0,True,138,57,57,3840.0,False,297.86,108.42,0.364,1590,1590,4845500.0,10.231,False,False,True,True,True,False,0.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_R_G_G_R_G,6,R-R-G-G-R-G,90.0,35.0,True,138,57,57,3840.0,False,283.73,94.29,0.3323,1590,1590,4732460.0,10.49,False,False,True,True,False,True,55.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_R_G_G_R_R,6,R-R-G-G-R-R,90.0,35.0,True,138,57,57,3840.0,False,295.02,105.57,0.3579,1590,1590,4803220.0,10.24,False,False,True,True,False,False,55.0;50.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_R_G_R_G_G,6,R-R-G-R-G-G,90.0,0.0,True,138,57,57,3840.0,False,307.06,117.62,0.383,1590,1590,4855990.0,9.946,False,False,True,False,True,True,0.0;50.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_R_G_R_G_R,6,R-R-G-R-G-R,90.0,0.0,True,138,57,57,3840.0,False,322.94,133.5,0.4134,1590,1590,4912670.0,9.567,False,False,True,False,True,False,0.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_R_G_R_R_G,6,R-R-G-R-R-G,90.0,0.0,True,138,57,57,3840.0,False,318.32,128.88,0.4049,1590,1590,4828460.0,9.54,False,False,True,False,False,True,90.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_R_G_R_R_R,6,R-R-G-R-R-R,90.0,0.0,True,138,57,57,3840.0,False,304.12,114.68,0.3771,1590,1590,4876990.0,10.086,False,False,True,False,False,False,90.0;50.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_R_R_G_G_G,6,R-R-R-G-G-G,90.0,0.0,True,138,57,57,3840.0,False,291.82,102.38,0.3508,1590,1590,4759460.0,10.257,False,False,False,True,True,True,60.0;50.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_R_R_G_G_R,6,R-R-R-G-G-R,90.0,0.0,True,138,57,57,3840.0,False,290.85,101.41,0.3487,1590,1590,4760460.0,10.294,False,False,False,True,True,False,60.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_R_R_G_R_G,6,R-R-R-G-R-G,90.0,0.0,True,138,57,57,3840.0,False,298.9,109.46,0.3662,1590,1590,4815900.0,10.133,False,False,False,True,False,True,0.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_R_R_G_R_R,6,R-R-R-G-R-R,90.0,0.0,True,138,57,57,3840.0,False,299.8,110.35,0.3681,1590,1590,4750460.0,9.966,False,False,False,True,False,False,0.0;20.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_R_R_R_G_G,6,R-R-R-R-G-G,90.0,5.0,True,138,57,57,3840.0,False,288.65,99.21,0.3437,1590,1590,4750460.0,10.351,False,False,False,False,True,True,55.0;50.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_R_R_R_G_R,6,R-R-R-R-G-R,90.0,5.0,True,138,57,57,3840.0,False,303.41,113.97,0.3756,1590,1590,4832040.0,10.016,False,False,False,False,True,False,55.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_R_R_R_R_G,6,R-R-R-R-R-G,90.0,5.0,True,138,57,57,3840.0,False,357.11,167.67,0.4695,1590,1590,5176370.0,9.117,False,False,False,False,False,True,0.0;0.0
Morning Session,waltermart_location,baseline_all_stops,True,,enc_R_R_R_R_R_R,6,R-R-R-R-R-R,90.0,5.0,True,138,57,57,3840.0,False,340.97,151.53,0.4444,1590,1590,4955520.0,9.14,False,False,False,False,False,False,0.0;15.0
Morning Session,waltermart_location,optimized_formal_only,False,0.55,enc_G_G_G_G_G_G,6,G-G-G-G-G-G,0.0,5.0,True,138,57,57,3840.0,False,271.75,100.08,0.3683,1590,1590,4375460.0,10.127,True,True,True,True,True,True,0.0;15.0
Morning Session,waltermart_location,optimized_formal_only,False,0.55,enc_G_G_G_G_G_R,6,G-G-G-G-G-R,0.0,5.0,True,138,57,57,3840.0,False,271.78,100.11,0.3684,1590,1590,4375460.0,10.125,True,True,True,True,True,False,0.0;0.0
Morning Session,waltermart_location,optimized_formal_only,False,0.55,enc_G_G_G_G_R_G,6,G-G-G-G-R-G,0.0,5.0,True,138,57,57,3840.0,False,275.11,103.44,0.376,1590,1590,4375460.0,10.003,True,True,True,True,False,True,55.0;0.0
Morning Session,waltermart_location,optimized_formal_only,False,0.55,enc_G_G_G_G_R_R,6,G-G-G-G-R-R,0.0,5.0,True,138,57,57,3840.0,False,270.3,98.63,0.3649,1590,1590,4375460.0,10.181,True,True,True,True,False,False,55.0;50.0
Morning Session,waltermart_location,optimized_formal_only,False,0.55,enc_G_G_G_R_G_G,6,G-G-G-R-G-G,0.0,0.0,True,138,57,57,3840.0,False,272.26,100.6,0.3695,1590,1590,4375460.0,10.107,True,True,True,False,True,True,0.0;20.0
Morning Session,waltermart_location,optimized_formal_only,False,0.55,enc_G_G_G_R_G_R,6,G-G-G-R-G-R,0.0,0.0,True,138,57,57,3840.0,False,270.53,98.87,0.3655,1590,1590,4375460.0,10.172,True,True,True,False,True,False,0.0;0.0
Morning Session,waltermart_location,optimized_formal_only,False,0.55,enc_G_G_G_R_R_G,6,G-G-G-R-R-G,0.0,0.0,True,138,57,57,3840.0,False,275.69,104.02,0.3773,1590,1590,4375460.0,9.982,True,True,True,False,False,True,60.0;0.0
Morning Session,waltermart_location,optimized_formal_only,False,0.55,enc_G_G_G_R_R_R,6,G-G-G-R-R-R,0.0,0.0,True,138,57,57,3840.0,False,270.42,98.76,0.3652,1590,1590,4375460.0,10.176,True,True,True,False,False,False,60.0;50.0
Morning Session,waltermart_location,optimized_formal_only,False,0.55,enc_G_G_R_G_G_G,6,G-G-R-G-G-G,0.0,0.0,True,138,57,57,3840.0,False,268.54,96.87,0.3607,1590,1590,4375460.0,10.248,True,True,False,True,True,True,90.0;50.0
Morning Session,waltermart_location,optimized_formal_only,False,0.55,enc_G_G_R_G_G_R,6,G-G-R-G-G-R,0.0,0.0,True,138,57,57,3840.0,False,272.56,100.9,0.3702,1590,1590,4375460.0,10.096,True,True,False,True,True,False,90.0;0.0
Morning Session,waltermart_location,optimized_formal_only,False,0.55,enc_G_G_R_G_R_G,6,G-G-R-G-R-G,0.0,0.0,True,138,57,57,3840.0,False,270.53,98.87,0.3655,1590,1590,4375460.0,10.172,True,True,False,True,False,True,0.0;0.0
Morning Session,waltermart_location,optimized_formal_only,False,0.55,enc_G_G_R_G_R_R,6,G-G-R-G-R-R,0.0,0.0,True,138,57,57,3840.0,False,274.28,102.61,0.3741,1590,1590,4375460.0,10.033,True,True,False,True,False,False,0.0;50.0
Morning Session,waltermart_location,optimized_formal_only,False,0.55,enc_G_G_R_R_G_G,6,G-G-R-R-G-G,0.0,35.0,True,138,57,57,3840.0,False,267.44,95.77,0.3581,1590,1590,4375460.0,10.29,True,True,False,False,True,True,55.0;50.0
Morning Session,waltermart_location,optimized_formal_only,False,0.55,enc_G_G_R_R_G_R,6,G-G-R-R-G-R,0.0,35.0,True,138,57,57,3840.0,False,269.23,97.56,0.3624,1590,1590,4375460.0,10.221,True,True,False,False,True,False,55.0;0.0
Morning Session,waltermart_location,optimized_formal_only,False,0.55,enc_G_G_R_R_R_G,6,G-G-R-R-R-G,0.0,35.0,True,138,57,57,3840.0,False,274.01,102.34,0.3735,1590,1590,4375460.0,10.043,True,True,False,False,False,True,0.0;0.0
Morning Session,waltermart_location,optimized_formal_only,False,0.55,enc_G_G_R_R_R_R,6,G-G-R-R-R-R,0.0,35.0,True,138,57,57,3840.0,False,272.33,100.66,0.3696,1590,1590,4375460.0,10.105,True,True,False,False,False,False,0.0;15.0
Morning Session,waltermart_location,optimized_formal_only,False,0.55,enc_G_R_G_G_G_G,6,G-R-G-G-G-G,0.0,35.0,True,138,57,57,3840.0,False,272.33,100.66,0.3696,1590,1590,4375460.0,10.105,True,False,True,True,True,True,0.0;15.0
Morning Session,waltermart_location,optimized_formal_only,False,0.55,enc_G_R_G_G_G_R,6,G-R-G-G-G-R,0.0,35.0,True,138,57,57,3840.0,False,274.01,102.34,0.3735,1590,1590,4375460.0,10.043,True,False,True,True,True,False,0.0;0.0
Morning Session,waltermart_location,optimized_formal_only,False,0.55,enc_G_R_G_G_R_G,6,G-R-G-G-R-G,0.0,35.0,True,138,57,57,3840.0,False,269.23,97.56,0.3624,1590,1590,4375460.0,10.221,True,False,True,True,False,True,55.0;0.0
Morning Session,waltermart_location,optimized_formal_only,False,0.55,enc_G_R_G_G_R_R,6,G-R-G-G-R-R,0.0,35.0,True,138,57,57,3840.0,False,267.44,95.77,0.3581,1590,1590,4375460.0,10.29,True,False,True,True,False,False,55.0;50.0
Morning Session,waltermart_location,optimized_formal_only,False,0.55,enc_G_R_G_R_G_G,6,G-R-G-R-G-G,0.0,0.0,True,138,57,57,3840.0,False,274.28,102.61,0.3741,1590,1590,4375460.0,10.033,True,False,True,False,True,True,0.0;50.0
Morning Session,waltermart_location,optimized_formal_only,False,0.55,enc_G_R_G_R_G_R,6,G-R-G-R-G-R,0.0,0.0,True,138,57,57,3840.0,False,270.53,98.87,0.3655,1590,1590,4375460.0,10.172,True,False,True,False,True,False,0.0;0.0
Morning Session,waltermart_location,optimized_formal_only,False,0.55,enc_G_R_G_R_R_G,6,G-R-G-R-R-G,0.0,0.0,True,138,57,57,3840.0,False,272.56,100.9,0.3702,1590,1590,4375460.0,10.096,True,False,True,False,False,True,90.0;0.0
Morning Session,waltermart_location,optimized_formal_only,False,0.55,enc_G_R_G_R_R_R,6,G-R-G-R-R-R,0.0,0.0,True,138,57,57,3840.0,False,268.54,96.87,0.3607,1590,1590,4375460.0,10.248,True,False,True,False,False,False,90.0;50.0
Morning Session,waltermart_location,optimized_formal_only,False,0.55,enc_G_R_R_G_G_G,6,G-R-R-G-G-G,0.0,40.0,True,138,57,57,3840.0,False,270.91,99.24,0.3663,1590,1590,4375460.0,10.158,True,False,False,True,True,True,0.0;15.0
